date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:31:10	10614/10614	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:58%20GMT	http://premiumlayers.com/demos/kappe/upload/image12.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/image12.jpg	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:11	15696/15696	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:39%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.migrate.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.migrate.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:12	1042/1042	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:37%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.imagesloaded.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.imagesloaded.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:13	20748/20748	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:39%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.magnific-popup.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.magnific-popup.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:13	58458/58458	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:36%20GMT	http://premiumlayers.com/demos/kappe/js/bootstrap.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/bootstrap.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:14	2993/2993	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2017:35:24%20GMT	http://premiumlayers.com/demos/kappe/js/retina-1.1.0.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/retina-1.1.0.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:14	15951/15951	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:38%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.isotope.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.isotope.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:14	93106/93106	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:42%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:14	6876/6876	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2017:35:25%20GMT	http://premiumlayers.com/demos/kappe/js/script.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/script.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:14	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:10:56%20GMT	http://premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.eot	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.eot	(from http://premiumlayers.com/demos/kappe/css/bootstrap.css)
15:31:15	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:10:56%20GMT	http://premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.eot?	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regulard41d.eot	(from http://premiumlayers.com/demos/kappe/css/bootstrap.css)
15:31:15	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:10:56%20GMT	http://premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.woff	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.woff	(from http://premiumlayers.com/demos/kappe/css/bootstrap.css)
15:31:15	115650/115650	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:43%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.nicescroll.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.nicescroll.min.js	(from http://premiumlayers.com/demos/kappe/?storefront=envato-elements)
15:31:16	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:10:56%20GMT	http://premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.ttf	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.ttf	(from http://premiumlayers.com/demos/kappe/css/bootstrap.css)
15:31:16	4250/4250	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202016%2000:10:56%20GMT	http://premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.svg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/fonts/glyphicons-halflings-regular.svg	(from http://premiumlayers.com/demos/kappe/css/bootstrap.css)
15:31:19	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2018%20Feb%202015%2012:03:16%20GMT	http://premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfont.eot?v=4.0.3	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfontba72.eot	(from http://premiumlayers.com/demos/kappe/css/font-awesome.css)
15:31:22	202148/202148	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2018%20Feb%202015%2012:03:19%20GMT	http://premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfont.svg?v=4.0.3	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfontba72.svg	(from http://premiumlayers.com/demos/kappe/css/font-awesome.css)
15:31:24	1225/1225	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Feb%202015%2012:02:32%20GMT	http://premiumlayers.com/demos/kappe/images/quote.png	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/images/quote.png	(from http://premiumlayers.com/demos/kappe/css/style.css)
15:31:24	931/931	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Feb%202015%2012:02:32%20GMT	http://premiumlayers.com/demos/kappe/images/skills-pattern.png	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/images/skills-pattern.png	(from http://premiumlayers.com/demos/kappe/css/style.css)
15:31:25	38205/38205	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2018%20Feb%202015%2012:03:16%20GMT	http://premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfont.eot?	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfontd41d.eot	(from http://premiumlayers.com/demos/kappe/css/font-awesome.css)
15:31:26	44432/44432	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2018%20Feb%202015%2012:03:21%20GMT	http://premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfont.woff?v=4.0.3	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfontba72.woff	(from http://premiumlayers.com/demos/kappe/css/font-awesome.css)
15:31:26	7845/7845	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:07%20GMT	http://premiumlayers.com/demos/kappe/upload/team1.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team1.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:28	12281/12281	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:07%20GMT	http://premiumlayers.com/demos/kappe/upload/team2.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team2.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:29	13558/13558	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:08%20GMT	http://premiumlayers.com/demos/kappe/upload/team3.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team3.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:29	30895/30895	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:52%20GMT	http://premiumlayers.com/demos/kappe/upload/about.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/about.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:30	7395/7395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:08%20GMT	http://premiumlayers.com/demos/kappe/upload/team4.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team4.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:30	8564/8564	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:09%20GMT	http://premiumlayers.com/demos/kappe/upload/team5.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team5.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:30	80652/80652	---M--	200	added ('OK')	application/x-font-ttf	date:Wed,%2018%20Feb%202015%2012:03:21%20GMT	http://premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfont.ttf?v=4.0.3	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/css/fonts/fontawesome-webfontba72.ttf	(from http://premiumlayers.com/demos/kappe/css/font-awesome.css)
15:31:31	2556/2556	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:09%20GMT	http://premiumlayers.com/demos/kappe/upload/team6.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/team6.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:31	3178/3178	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:53%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar2.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar2.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:32	2352/2352	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:53%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar1.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar1.jpg	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:32	13992/13992	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2017:35:24%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.quovolver.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.quovolver.js	(from http://premiumlayers.com/demos/kappe/about.html)
15:31:33	13117/13117	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2017:35:26%20GMT	http://premiumlayers.com/demos/kappe/upload/1.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/1.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:33	15512/15512	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:50%20GMT	http://premiumlayers.com/demos/kappe/upload/3.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/3.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:35	16710/16710	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2017:35:26%20GMT	http://premiumlayers.com/demos/kappe/upload/2.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/2.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:36	13022/13022	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:51%20GMT	http://premiumlayers.com/demos/kappe/upload/6.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/6.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:37	17406/17406	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:50%20GMT	http://premiumlayers.com/demos/kappe/upload/4.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/4.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:37	40746/40746	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:38%20GMT	http://premiumlayers.com/demos/kappe/js/jquery.flexslider.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/jquery.flexslider.js	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:37	17436/17436	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:52%20GMT	http://premiumlayers.com/demos/kappe/upload/7.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/7.jpg	(from http://premiumlayers.com/demos/kappe/blog.html)
15:31:38	3958/3958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:54%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar3.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar3.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:39	3734/3734	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:54%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar4.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar4.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:39	3236/3236	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:55%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar5.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar5.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:40	3565/3565	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:55%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar6.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar6.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:40	3777/3777	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:02:55%20GMT	http://premiumlayers.com/demos/kappe/upload/avatar7.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/avatar7.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:41	2650/2650	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:09%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb1.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb1.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:41	28649/28649	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2018%20Feb%202015%2012:02:36%20GMT	http://premiumlayers.com/demos/kappe/js/gmap3.min.js	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/js/gmap3.min.js	(from http://premiumlayers.com/demos/kappe/contact.html)
15:31:42	2439/2439	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:10%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb2.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb2.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:43	4727/4727	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:11%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb3.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb3.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:43	2410/2410	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:11%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb4.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb4.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:43	61799/61799	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:06%20GMT	http://premiumlayers.com/demos/kappe/upload/photo2.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/photo2.jpg	(from http://premiumlayers.com/demos/kappe/single-post.html)
15:31:43	2561/2561	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:11%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb5.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb5.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:44	3338/3338	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:12%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb6.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb6.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:44	2543/2543	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:12%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb7.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb7.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:44	2349/2349	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:12%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb8.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb8.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
15:31:44	2319/2319	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Feb%202015%2012:03:13%20GMT	http://premiumlayers.com/demos/kappe/upload/thumb9.jpg	C:/Users/hrist/Desktop/diffraction/premiumlayers.com/demos/kappe/upload/thumb9.jpg	(from http://premiumlayers.com/demos/kappe/single-project.html)
